BuildID,GPU_Tier,Motherboard_Chipset,GPU_Brand,Motherboard_Model,CPU_Brand,Motherboard_Brand,GPU_Model,CPU_Model,Component_Price_CPU,Component_Price_Motherboard,Component_Price_GPU,Assembly_Fee,Build_Notes,CPU_Tier,Motherboard_Tier,Total_Price
BUILD-00573,3,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,6913982,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,1,36161902
BUILD-05185,1,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4466531,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,1,19342291
BUILD-10995,3,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4992114,19680000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,35708114
BUILD-11058,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,1,11904568
BUILD-01235,3,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i3-13100,3006000,4018139,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",2,2,26904139
BUILD-04311,2,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i9-13900K,10416000,4858808,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,27212968
BUILD-11977,4,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i7-13700K,9367920,13725482,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,67793162
BUILD-10048,2,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4466531,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,27240691
BUILD-08719,1,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4466531,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,3,19342291
BUILD-07282,2,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i7-13700K,9367920,6306466,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,27612546
BUILD-02260,3,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,4858808,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,34106728
BUILD-13560,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,2,11904568
BUILD-02007,1,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i7-13700K,9367920,13725482,10056000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,33349402
BUILD-07738,3,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,4858808,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,34106728
BUILD-00597,4,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 9 7950X,10799040,4992114,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,60490914
BUILD-01888,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 9 7950X,10799040,4992114,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,1,87994914
BUILD-00600,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i3-13100,3006000,4858808,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,3,80068568
BUILD-05280,4,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,4992114,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,60527874
BUILD-10929,2,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,4466531,6599760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,22102291
BUILD-02696,1,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4992114,10056000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,1,21079634
BUILD-00831,3,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i9-13900K,10416000,4018139,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,29033899
BUILD-02682,1,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,5268737,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,1,20144497
BUILD-10143,3,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 7700X,5831520,4992114,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,25423394
BUILD-13219,1,X870,AMD,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,6698216,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,1,16569496
BUILD-08294,3,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i9-13900K,10416000,3152443,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,33448443
BUILD-02635,5,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i5-13600K,7199760,6306466,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,3,85709986
BUILD-14807,4,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4466531,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,37202291
BUILD-03948,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 9 7950X,10799040,4992114,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,3,87994914
BUILD-07128,4,Z790,AMD,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,Intel Core i3-13100,3006000,6306466,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,2,31212226
BUILD-18130,4,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,13725482,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,68841242
BUILD-03633,4,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,6306466,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,61422226
BUILD-06719,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,88031874
BUILD-02887,2,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 9 7950X,10799040,4466531,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,2,27203731
BUILD-14205,1,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,2,26084114
BUILD-01102,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,3839760,200000,"Nhu cầu đa nhiệm làm việc: Viết code, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4).",3,2,19867874
BUILD-06612,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i9-13900K,10416000,4858808,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,19314568
BUILD-16907,4,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,4018139,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,59133899
BUILD-02909,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 5 7600X,4091760,4992114,3839760,200000,"Nhu cầu đa nhiệm làm việc: Viết code, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4).",3,2,13123634
BUILD-12044,1,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4572965,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,14444245
BUILD-14411,1,X870,NVIDIA,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,6698216,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,2,27790216
BUILD-05988,2,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i3-13100,3006000,4018139,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",2,2,18962299
BUILD-09098,4,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 9 7950X,10799040,4992114,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,37690914
BUILD-09019,5,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 9 7950X,10799040,4572965,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,3,87575765
BUILD-00821,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,88031874
BUILD-00661,1,Z790,AMD,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,6306466,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,2,13352226
BUILD-00663,2,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i9-13900K,10416000,3152443,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,2,25506603
BUILD-10150,3,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,6306466,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,35554386
BUILD-03161,2,X870,AMD,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 9 7950X,10799040,6698216,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,3,24297016
BUILD-00670,5,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,5268737,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,88308497
BUILD-06034,2,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i5-13600K,7199760,13725482,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,32863402
BUILD-14421,3,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4992114,19680000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,35708114
BUILD-07737,2,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,11738160,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,27347125
BUILD-01721,2,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 9 7950X,10799040,5268737,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,2,22867537
BUILD-01386,3,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i5-13600K,7199760,6913982,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",3,3,33993742
BUILD-01830,2,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,11738160,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,2,27766274
BUILD-15970,2,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,5268737,6599760,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,22904497
BUILD-00687,2,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 9 7950X,10799040,4572965,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,2,22171765
BUILD-09874,3,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4572965,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",3,3,35288965
BUILD-11564,4,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,37308725
BUILD-01222,4,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i7-13700K,9367920,3152443,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,1,57220123
BUILD-01681,4,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,5268737,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,60804497
BUILD-06882,2,Z690,AMD,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i5-13600K,7199760,3152443,6599760,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,1,17151963
BUILD-11196,1,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,5268737,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,2,20144497
BUILD-05345,2,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i7-13700K,9367920,4858808,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,21026488
BUILD-08577,2,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,1,27766274
BUILD-11982,4,H610,NVIDIA,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,4018139,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,59133899
